sector_id,analysis_period,stock_code,factor_change,change_direction,change_magnitude,event_based,events_count,total_events,confidence_level,analysis_method,possible_reason_1,possible_reason_2,possible_reason_3,analysis_timestamp
core_sector_0,2023-10-10_to_2023-11-21,001979.SZ,-0.104774256098076,下降,medium,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,市场需求出现季节性波动,,2025-11-11 23:24:51
core_sector_0,2023-10-10_to_2023-11-21,002142.SZ,-0.10532077976543619,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:25:07
core_sector_0,2023-10-31_to_2023-12-12,000568.SZ,-0.08406206378517789,下降,low,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,行业周期性调整影响业绩表现,,2025-11-11 23:25:13
core_sector_0,2023-10-31_to_2023-12-12,600515.SH,-0.11927035252476414,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,汇率波动对海外业务造成负面影响,,2025-11-11 23:25:17
core_sector_0,2023-10-31_to_2023-12-12,600919.SH,0.08181496694303414,上升,low,False,15,0,中,规则引擎归因,管理效率提升，运营成本下降,新产品成功上市，收入来源更加多元化,,2025-11-11 23:25:23
core_sector_0,2023-11-21_to_2024-01-03,600015.SH,-0.1434068112245963,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,行业周期性调整影响业绩表现,,2025-11-11 23:25:34
core_sector_0,2023-11-21_to_2024-01-03,600515.SH,-0.10504633272432207,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,行业周期性调整影响业绩表现,,2025-11-11 23:25:43
core_sector_0,2023-11-21_to_2024-01-03,600919.SH,0.09349018243920182,上升,low,False,15,0,中,规则引擎归因,成本控制成效显著，利润率明显提升,管理效率提升，运营成本下降,,2025-11-11 23:25:50
core_sector_0,2023-11-21_to_2024-01-03,600926.SH,0.10044316079487792,上升,medium,False,15,0,中,规则引擎归因,新产品成功上市，收入来源更加多元化,成本控制成效显著，利润率明显提升,,2025-11-11 23:25:56
core_sector_0,2023-12-12_to_2024-01-24,600015.SH,-0.12046514654594542,下降,medium,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,市场需求出现季节性波动,,2025-11-11 23:26:03
core_sector_0,2023-12-12_to_2024-01-24,600919.SH,0.0959274163651258,上升,low,False,15,0,中,规则引擎归因,经营状况持续改善，市场份额稳步扩大,成本控制成效显著，利润率明显提升,,2025-11-11 23:26:10
core_sector_0,2024-04-08_to_2024-05-23,600926.SH,-0.1097300027193523,下降,medium,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,汇率波动对海外业务造成负面影响,,2025-11-11 23:26:20
core_sector_0,2024-04-29_to_2024-06-14,000166.SZ,-0.09755477038862914,下降,low,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:26:27
core_sector_0,2024-04-29_to_2024-06-14,002304.SZ,-0.13853942605293912,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,行业周期性调整影响业绩表现,,2025-11-11 23:26:33
core_sector_0,2024-04-29_to_2024-06-14,002736.SZ,-0.12326007101984782,下降,medium,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,市场需求出现季节性波动,,2025-11-11 23:26:40
core_sector_0,2024-04-29_to_2024-06-14,600519.SH,-0.08200945524025882,下降,low,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,市场需求出现季节性波动,,2025-11-11 23:26:46
core_sector_0,2024-05-23_to_2024-07-05,000166.SZ,-0.13407586759801138,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,市场需求出现季节性波动,,2025-11-11 23:26:55
core_sector_0,2024-05-23_to_2024-07-05,000776.SZ,-0.10121698310355809,下降,medium,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,汇率波动对海外业务造成负面影响,,2025-11-11 23:27:06
core_sector_0,2024-05-23_to_2024-07-05,002304.SZ,-0.16267482558983226,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:27:12
core_sector_0,2024-05-23_to_2024-07-05,002736.SZ,-0.21831562409791394,下降,high,False,15,0,高,规则引擎归因,财报业绩不及预期，盈利大幅下滑27.2%,市场竞争激烈，市场份额严重流失,,2025-11-11 23:27:18
core_sector_0,2024-05-23_to_2024-07-05,600030.SH,-0.08644213233863551,下降,low,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,汇率波动对海外业务造成负面影响,,2025-11-11 23:27:25
core_sector_0,2024-05-23_to_2024-07-05,600519.SH,-0.13676862503122889,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:27:30
core_sector_0,2024-06-14_to_2024-07-26,000001.SZ,-0.08579616492476627,下降,low,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,市场需求出现季节性波动,,2025-11-11 23:27:38
core_sector_0,2024-06-14_to_2024-07-26,002736.SZ,-0.12307889099168567,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,市场需求出现季节性波动,,2025-11-11 23:27:44
core_sector_0,2024-06-14_to_2024-07-26,600016.SH,-0.08141391264402298,下降,low,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,行业周期性调整影响业绩表现,,2025-11-11 23:27:51
core_sector_0,2024-06-14_to_2024-07-26,600030.SH,-0.10556208090714025,下降,medium,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,市场需求出现季节性波动,,2025-11-11 23:27:59
core_sector_0,2024-06-14_to_2024-07-26,600036.SH,-0.10162559703607177,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,市场需求出现季节性波动,,2025-11-11 23:28:10
core_sector_0,2024-06-14_to_2024-07-26,600585.SH,-0.12264499722234212,下降,medium,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,汇率波动对海外业务造成负面影响,,2025-11-11 23:28:15
core_sector_0,2024-07-05_to_2024-08-16,600000.SH,-0.08060948431061099,下降,low,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:28:20
core_sector_0,2024-07-05_to_2024-08-16,600016.SH,-0.09095243528904828,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,汇率波动对海外业务造成负面影响,,2025-11-11 23:28:26
core_sector_0,2024-07-05_to_2024-08-16,600585.SH,-0.09207671145586527,下降,low,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,市场需求出现季节性波动,,2025-11-11 23:28:32
core_sector_0,2024-07-05_to_2024-08-16,600919.SH,-0.08666200721027195,下降,low,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,市场需求出现季节性波动,,2025-11-11 23:28:40
core_sector_0,2024-07-05_to_2024-08-16,600926.SH,-0.11884311737143549,下降,medium,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,市场需求出现季节性波动,,2025-11-11 23:28:45
core_sector_0,2024-07-26_to_2024-09-06,600000.SH,-0.1411398707780971,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,市场需求出现季节性波动,,2025-11-11 23:28:52
core_sector_0,2024-07-26_to_2024-09-06,600015.SH,-0.13898290848262818,下降,medium,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,市场需求出现季节性波动,,2025-11-11 23:28:57
core_sector_0,2024-07-26_to_2024-09-06,600036.SH,-0.12334077508061836,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:29:03
core_sector_0,2024-07-26_to_2024-09-06,600919.SH,-0.1488166818956389,下降,medium,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,市场需求出现季节性波动,,2025-11-11 23:29:08
core_sector_0,2024-07-26_to_2024-09-06,600926.SH,-0.1355470714812509,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,汇率波动对海外业务造成负面影响,,2025-11-11 23:29:15
core_sector_1,2023-10-10_to_2023-11-21,000661.SZ,-0.08100953875449823,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,行业周期性调整影响业绩表现,,2025-11-11 23:29:23
core_sector_1,2023-10-10_to_2023-11-21,000800.SZ,-0.1079423984244734,下降,medium,False,14,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,市场需求出现季节性波动,,2025-11-11 23:29:32
core_sector_1,2023-10-10_to_2023-11-21,002230.SZ,-0.0996087745122296,下降,low,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,市场需求出现季节性波动,,2025-11-11 23:29:37
core_sector_1,2023-10-31_to_2023-12-12,000661.SZ,-0.11442748189688512,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,行业周期性调整影响业绩表现,,2025-11-11 23:29:48
core_sector_1,2023-10-31_to_2023-12-12,000800.SZ,-0.08965422579847449,下降,low,False,14,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:29:53
core_sector_1,2023-10-31_to_2023-12-12,000807.SZ,-0.10642719706580461,下降,medium,False,13,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,行业周期性调整影响业绩表现,,2025-11-11 23:30:01
core_sector_1,2024-03-14_to_2024-04-29,000792.SZ,-0.0933374572383937,下降,low,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,市场需求出现季节性波动,,2025-11-11 23:30:08
core_sector_1,2024-03-14_to_2024-04-29,000963.SZ,-0.09509341979529207,下降,low,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,市场需求出现季节性波动,,2025-11-11 23:30:19
core_sector_1,2024-04-08_to_2024-05-23,002180.SZ,-0.1221589204856488,下降,medium,False,9,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,行业周期性调整影响业绩表现,,2025-11-11 23:30:24
core_sector_1,2024-04-29_to_2024-06-14,000063.SZ,-0.08204570599787397,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,汇率波动对海外业务造成负面影响,,2025-11-11 23:30:31
core_sector_1,2024-04-29_to_2024-06-14,000100.SZ,-0.09702803610957056,下降,low,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,行业周期性调整影响业绩表现,,2025-11-11 23:30:40
core_sector_1,2024-04-29_to_2024-06-14,000733.SZ,-0.08014545468030976,下降,low,False,14,0,中,规则引擎归因,行业周期性调整影响业绩表现,汇率波动对海外业务造成负面影响,,2025-11-11 23:30:46
core_sector_1,2024-04-29_to_2024-06-14,000938.SZ,-0.0910410708907925,下降,low,False,14,0,中,规则引擎归因,市场需求出现季节性波动,汇率波动对海外业务造成负面影响,,2025-11-11 23:30:57
core_sector_1,2024-04-29_to_2024-06-14,000977.SZ,-0.0873439273119101,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,行业周期性调整影响业绩表现,,2025-11-11 23:31:04
core_sector_1,2024-04-29_to_2024-06-14,002129.SZ,-0.10097536499703885,下降,medium,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,汇率波动对海外业务造成负面影响,,2025-11-11 23:31:09
core_sector_1,2024-04-29_to_2024-06-14,002180.SZ,-0.12708748555677396,下降,medium,False,9,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,行业周期性调整影响业绩表现,,2025-11-11 23:31:19
core_sector_1,2024-05-23_to_2024-07-05,002050.SZ,-0.09245181566898897,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,行业周期性调整影响业绩表现,,2025-11-11 23:31:25
core_sector_1,2024-05-23_to_2024-07-05,002129.SZ,-0.08924606461185136,下降,low,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,汇率波动对海外业务造成负面影响,,2025-11-11 23:31:32
core_sector_1,2024-05-23_to_2024-07-05,002352.SZ,-0.10039665774050799,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:31:37
core_sector_2,2023-10-31_to_2023-12-12,000338.SZ,-0.1148652563929774,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:31:44
core_sector_2,2023-10-31_to_2023-12-12,600039.SH,-0.1094173334743791,下降,medium,False,14,0,中,规则引擎归因,行业周期性调整影响业绩表现,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:31:57
core_sector_2,2023-11-21_to_2024-01-03,000338.SZ,-0.09212814131154512,下降,low,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,汇率波动对海外业务造成负面影响,,2025-11-11 23:32:03
core_sector_2,2023-11-21_to_2024-01-03,600150.SH,-0.09539872515683445,下降,low,False,15,0,中,规则引擎归因,市场需求出现季节性波动,行业周期性调整影响业绩表现,,2025-11-11 23:32:08
core_sector_2,2023-12-12_to_2024-01-24,000157.SZ,-0.08286730902640382,下降,low,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:32:23
core_sector_2,2024-01-03_to_2024-02-22,000157.SZ,-0.08475920707011464,下降,low,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:32:28
core_sector_2,2024-02-22_to_2024-04-08,000708.SZ,-0.10430244027646318,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,行业周期性调整影响业绩表现,,2025-11-11 23:32:33
core_sector_2,2024-02-22_to_2024-04-08,600031.SH,-0.09538620079269045,下降,low,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,行业周期性调整影响业绩表现,,2025-11-11 23:32:38
core_sector_2,2024-02-22_to_2024-04-08,601186.SH,-0.086941715889292,下降,low,False,14,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,汇率波动对海外业务造成负面影响,,2025-11-11 23:32:43
core_sector_2,2024-03-14_to_2024-04-29,000983.SZ,-0.10300318317819834,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,市场需求出现季节性波动,,2025-11-11 23:32:53
core_sector_2,2024-05-23_to_2024-07-05,600039.SH,-0.1171918373428974,下降,medium,False,14,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,市场需求出现季节性波动,,2025-11-11 23:32:59
core_sector_2,2024-07-05_to_2024-08-16,601390.SH,-0.10743042161856997,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,汇率波动对海外业务造成负面影响,,2025-11-11 23:33:03
core_sector_2,2024-07-26_to_2024-09-06,601618.SH,-0.08048878348877286,下降,low,False,13,0,中,规则引擎归因,市场需求出现季节性波动,行业周期性调整影响业绩表现,,2025-11-11 23:33:09
core_sector_3,2023-10-10_to_2023-11-21,300015.SZ,-0.09459246725411963,下降,low,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,汇率波动对海外业务造成负面影响,,2025-11-11 23:33:15
core_sector_3,2023-10-31_to_2023-12-12,000876.SZ,-0.0803437012757312,下降,low,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,行业周期性调整影响业绩表现,,2025-11-11 23:33:21
core_sector_3,2023-10-31_to_2023-12-12,002007.SZ,-0.10985632616356389,下降,medium,False,9,0,中,规则引擎归因,行业周期性调整影响业绩表现,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:33:31
core_sector_3,2023-10-31_to_2023-12-12,600029.SH,-0.16326236680923634,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,汇率波动对海外业务造成负面影响,,2025-11-11 23:33:37
core_sector_3,2023-11-21_to_2024-01-03,002007.SZ,-0.15718840021480784,下降,medium,False,9,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:33:42
core_sector_3,2023-11-21_to_2024-01-03,300142.SZ,-0.1034768365664559,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:33:47
core_sector_3,2023-11-21_to_2024-01-03,600029.SH,-0.0827707514898085,下降,low,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,市场需求出现季节性波动,,2025-11-11 23:33:52
core_sector_3,2023-12-12_to_2024-01-24,002007.SZ,-0.09021212932557776,下降,low,False,9,0,中,规则引擎归因,行业周期性调整影响业绩表现,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:33:58
core_sector_3,2024-02-22_to_2024-04-08,600009.SH,-0.09437480232803619,下降,low,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,汇率波动对海外业务造成负面影响,,2025-11-11 23:34:03
core_sector_3,2024-02-22_to_2024-04-08,600010.SH,-0.14758754102868743,下降,medium,False,15,0,中,规则引擎归因,行业周期性调整影响业绩表现,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:34:08
core_sector_3,2024-02-22_to_2024-04-08,600111.SH,-0.08352428507233545,下降,low,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,行业周期性调整影响业绩表现,,2025-11-11 23:34:12
core_sector_3,2024-03-14_to_2024-04-29,002007.SZ,-0.10246194355617355,下降,medium,False,9,0,中,规则引擎归因,行业周期性调整影响业绩表现,市场需求出现季节性波动,,2025-11-11 23:34:24
core_sector_3,2024-03-14_to_2024-04-29,300454.SZ,-0.10123821117922116,下降,medium,False,5,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:34:31
core_sector_3,2024-03-14_to_2024-04-29,300957.SZ,-0.09287340356392138,下降,low,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,汇率波动对海外业务造成负面影响,,2025-11-11 23:34:40
core_sector_3,2024-04-29_to_2024-06-14,600132.SH,-0.12685992256955614,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:34:47
core_sector_3,2024-04-29_to_2024-06-14,600219.SH,-0.08804978836079258,下降,low,False,12,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:34:52
core_sector_3,2024-05-23_to_2024-07-05,300014.SZ,-0.13406835360468583,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,市场需求出现季节性波动,,2025-11-11 23:34:58
core_sector_3,2024-05-23_to_2024-07-05,300919.SZ,-0.08294756517113222,下降,low,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,行业周期性调整影响业绩表现,,2025-11-11 23:35:03
core_sector_3,2024-05-23_to_2024-07-05,600132.SH,-0.12007612622548258,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,原材料成本大幅上升，利润率受到挤压,,2025-11-11 23:35:08
core_sector_4,2023-10-10_to_2023-11-21,600346.SH,-0.08629200614853738,下降,low,False,15,0,中,规则引擎归因,原材料成本大幅上升，利润率受到挤压,市场需求出现季节性波动,,2025-11-11 23:35:13
core_sector_4,2023-10-31_to_2023-12-12,600346.SH,-0.15357284951592165,下降,medium,False,15,0,中,规则引擎归因,汇率波动对海外业务造成负面影响,市场需求出现季节性波动,,2025-11-11 23:35:19
core_sector_4,2023-11-21_to_2024-01-03,002252.SZ,-0.11598012429997462,下降,medium,False,15,0,中,规则引擎归因,市场需求出现季节性波动,汇率波动对海外业务造成负面影响,,2025-11-11 23:35:24
